county,state,msa,pmsa,pop.density,pop,pop.change,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Garfield,UT,,,1,3980,10.3000001907,8.6999998093,5.3000001907,0,15,23701,3.5999999046,15.6000003815,62.2999992371,17.8999996185,97.7386932373,0.0251256283,49.8241195679
Grand,UT,,,2,6620,-13.3999996185,8.1999998093,4.3000001907,7147,15.3999996185,26500,1.5,34.7000007629,32.9000015259,29.7000007629,95.7854995728,0.1057401821,50.4833831787
Iron,UT,,,7,20789,26,5.8000001907,3.7999999523,3751,21.8999996185,27283,0.8000000119,16.3999996185,59.9000015259,18.1000003815,95.8295288086,0.2068401575,45.1103935242
Juab,UT,,,2,5817,7.8000001907,7.4000000954,6.6999998093,3899,8.8000001907,27342,3.2999999523,28.3999996185,42.7000007629,21.2999992371,97.6448364258,0.0343819857,49.7679214478
Kane,UT,,,1,5169,29.5,8.5,5.3000001907,2542,11.8000001907,24904,1.2000000477,13.6000003815,57.0999984741,24.6000003815,97.3495864868,0.0967305079,42.019733429
Millard,UT,,,2,11333,29,6.4000000954,5.5999999046,0,15.8999996185,30342,5.3000001907,15.6000003815,52.2999992371,22.2999992371,95.2792739868,0.0176475774,42.0894737244
Morgan,UT,,,10,5528,18,4.8000001907,3.5,1673,19,36105,3.9000000954,17.7000007629,45.5,28.8999996185,98.8060760498,0.1266280711,53.1837921143
Piute,UT,,,2,1277,-4.0999999046,11.8000001907,7.5999999046,1754,12.5,22273,6.5999999046,22.3999996185,57,19.3999996185,99.2169113159,0,58.9663276672
Rich,UT,,,2,1725,-20.2000007629,6.3000001907,4.9000000954,2201,15.1000003815,28333,5,17.6000003815,59.9000015259,21.2999992371,98.7826080322,0.0579710156,50.7826080322
Salt Lake,UT,7160,,1035,725956,23.2999992371,5,3.5,7858,23.7999992371,34699,0,31.3999996185,36.7999992371,28.8999996185,93.0002670288,0.7800748348,43.8953590393
San Juan,UT,,,2,12621,4.0999999046,4,3,628,13.1000003815,19183,0.400000006,37.7999992371,46.2000007629,13.3000001907,43.5860862732,0.0871563256,34.3475151062
Sanpete,UT,,,11,16259,20.3999996185,7,6.1999998093,2793,15.6000003815,23956,2.2999999523,19.5,44.7999992371,26.1000003815,95.571685791,0.0676548406,41.115688324
Sevier,UT,,,8,15431,7.4000000954,7.5,6.0999999046,3507,12.6000003815,27986,1.5,16.6000003815,50.5,26.7000007629,97.0902709961,0.0388827696,40.554725647
Summit,UT,,,10,15518,78.4000015259,3.4000000954,2.4000000954,6168,32.9000015259,40162,2.7999999523,32.0999984741,33.2999992371,32.5999984741,98.6209564209,0.1159943268,60.5683708191
Tooele,UT,,,4,26601,5.8000001907,5.5,3.0999999046,3769,11.3000001907,33507,1,31.7999992371,35.7999992371,29.2999992371,91.5266342163,0.8571106195,38.6113319397
Uintah,UT,,,5,22211,14.6999998093,4.9000000954,2.9000000954,3524,11.1999998093,26489,4,17.7000007629,45.0999984741,28.8999996185,87.9609222412,0.0405204631,35.0006752014
Utah,UT,6520,,138,263590,26.1000003815,4,3,3916,26.2000007629,30536,0.6000000238,13,56.7999992371,22.7000007629,96.2085037231,0.141887024,41.0402526855
Wasatch,UT,,,9,10089,25.6000003815,5.0999999046,4.0999999046,2692,18.5,30132,1.7999999523,24,42,28.5,98.4934082031,0.0297353547,42.9775009155
Washington,UT,,,23,48560,112.3000030518,9.8000001907,6.5,4816,17.7000007629,27690,0.200000003,15.6999998093,52.7000007629,21.5,97.2034606934,0.1359143257,44.2257003784
Wayne,UT,,,1,2177,10.6000003815,8.8000001907,6.5999999046,1073,20,22017,6.6999998093,19.2999992371,57.5999984741,20.5,97.5195236206,0.045934774,56.2700958252
Weber,UT,7160,,286,158330,13.8000001907,6.5999999046,4.5,5650,18,34464,0.5,26.1000003815,39.2999992371,30.1000003815,92.5598449707,1.5448746681,43.0846977234
Addison,VT,,,44,32953,15.1999998093,6.0999999046,4.3000001907,3218,25.1000003815,34561,5.5999999046,47.5,29.6000003815,22.2000007629,98.6435241699,0.4036051333,51.6675262451
Bennington,VT,,,53,35845,7.1999998093,7.9000000954,7,3124,23.5,33513,0.8999999762,44.9000015259,32.4000015259,22.1000003815,98.9370880127,0.3236155808,50.8188018799
Caledonia,VT,,,43,27846,9.6000003815,7.4000000954,5.6999998093,4784,19,29877,3.4000000954,37.9000015259,35,26.5,99.141708374,0.1939237267,46.9079933167
Chittenden,VT,1303,,249,131761,16.1000003815,4.5999999046,3.5,5150,34,43972,0.6000000238,50.4000015259,27.2000007629,21.7000007629,97.8263702393,0.6215800047,53.2183265686
Essex,VT,,,10,6405,3.9000000954,8.6000003815,5.5999999046,0,8.5,26096,3.9000000954,36.4000015259,34.5999984741,28.2000007629,99.2349700928,0.2029664367,46.7759552002
Franklin,VT,1303,,65,39980,19,6.1999998093,4.5999999046,6243,14.3000001907,32272,4.5,42.7000007629,29.2000007629,27.3999996185,98.0515289307,0.1450725347,46.9009513855
Grand Isle,VT,1303,,68,5318,22,7.0999999046,4,0,20.2999992371,33629,5.5,42.7000007629,29.8999996185,26.3999996185,99.0597991943,0.2820609212,63.5389251709
Lamoille,VT,,,45,19735,22.3999996185,6.3000001907,4.6999998093,2477,23.8999996185,31772,2.4000000954,44,28.8999996185,26.3999996185,99.0980453491,0.1368127763,51.3909301758
Orange,VT,,,39,26149,17.7999992371,6.6999998093,5,2042,21.8999996185,31066,4,43.0999984741,31.7000007629,24.5,99.1816101074,0.1759149432,51.2830314636
Orleans,VT,,,35,24053,4.4000000954,8,5.5,7255,14.1999998093,26469,5.6999998093,41,31,27.2000007629,99.2516555786,0.2037167847,47.8651313782
Rutland,VT,,,67,62142,7.0999999046,7.6999998093,6.0999999046,4953,20.6000003815,32743,1.2000000477,41.2000007629,35.2000007629,23.1000003815,99.1905670166,0.2446010709,50.1174736023
Washington,VT,,,80,54928,5.8000001907,6.5,6,2781,24.3999996185,35396,1.2999999523,45.9000015259,32.0999984741,21.3999996185,98.918586731,0.3222400248,53.4117393494
Windham,VT,,,53,41588,12.6999998093,7,6,5473,25.2000007629,32593,0.8999999762,53.2999992371,27.2000007629,18.7000007629,98.614982605,0.377512753,51.4836006165
Windsor,VT,,,56,54055,6.5,8.3999996185,6.3000001907,3015,23.6000003815,34691,1.3999999762,47.5,31,20.7999992371,98.8604202271,0.2497456223,54.0042533875
Accomack County,VA,,,70,31703,2.2999999523,10.5,7.9000000954,1205,9.1999998093,24063,3.4000000954,37.7000007629,43.2000007629,17.6000003815,64.6594924927,34.5014648438,41.3998680115
Albemarle County,VA,1540,,95,68040,22.6000003815,5.9000000954,3.7999999523,2779,39.4000015259,42661,2.2000000477,43.7000007629,43.7000007629,12.1000003815,87.1017074585,10.0293941498,46.7430915833
Alleghany County,VA,,,29,13176,-8.8999996185,8.5,5.1999998093,1524,9.3000001907,31145,1.8999999762,42.4000015259,40.5999984741,16.3999996185,97.085609436,2.4969642162,42.9341239929
Amelia County,VA,,,26,8787,9.3999996185,7.5,5.5999999046,1658,7.1999998093,29568,8.1999998093,36.2999992371,48.7999992371,13.6000003815,67.5202026367,32.1156234741,48.0710144043
Amherst County,VA,4640,,61,28578,-0.3000000119,7.4000000954,4.9000000954,2611,10.6999998093,31879,1.6000000238,37.5999984741,50.2999992371,11.6000003815,78.997833252,20.1483650208,38.1692199707
Appomattox County,VA,,,38,12298,4.8000001907,8.3000001907,6.4000000954,672,8.6999998093,30058,4.9000000954,34.0999984741,50.4000015259,14.3000001907,76.9149475098,22.8980331421,45.6984863281
Arlington County,VA,8872,8840,6625,170936,12.3999996185,6.5,4.8000001907,7213,52.2999992371,55346,0,57.7999992371,31.8999996185,9.6999998093,76.5625762939,10.4951562881,48.3128204346
Augusta County,VA,,,58,54677,18.2999992371,7,4.3000001907,1964,11.6999998093,33104,6,23.7000007629,59,15.5,95.8977279663,3.6688187122,39.9912223816
Bath County,VA,,,9,4799,-18.8999996185,8.8000001907,6.8000001907,1395,12.8000001907,29282,4,36.7000007629,46.0999984741,15.1999998093,94.4571762085,5.2302560806,48.5517807007
Bedford County,VA,4640,,64,45656,38.4000015259,7.5,4.6999998093,1855,15.6000003815,34407,3.5999999046,32.7000007629,50.5999984741,15.6999998093,91.6768875122,7.9113368988,45.4617118835
Bland County,VA,,,18,6514,4.3000001907,7.8000001907,5.8000001907,1405,4.5999999046,28750,6.3000001907,35.2999992371,48.2999992371,14.3999996185,96.054649353,3.5308566093,43.4755897522
Botetourt County,VA,6800,,48,24992,10.8999996185,7.6999998093,4.5,1784,13.6000003815,37116,2.7999999523,35.5999984741,48.4000015259,14.8999996185,95.0104064941,4.4854354858,48.8516311646
Brunswick County,VA,,,29,15987,3.7999999523,8.6999998093,5.5999999046,1570,7,23948,5.1999998093,54.9000015259,36.9000015259,7.0999999046,41.3148193359,58.4787635803,42.0216407776
Buchanan County,VA,,,63,31333,-16.7000007629,5.4000000954,3.2999999523,1420,6.4000000954,22464,1.5,63.2999992371,28.2000007629,7,99.278717041,0.2010659724,37.3535881042
Buckingham County,VA,,,22,12873,10.6000003815,8.3999996185,6.1999998093,1690,7.9000000954,27164,4,43,46.4000015259,9,58.7586402893,40.8529472351,39.6411094666
Campbell County,VA,4640,,97,47572,7.1999998093,7.3000001907,4.1999998093,2270,12.8999996185,31833,2.4000000954,30.3999996185,55.2999992371,12.8999996185,84.9617385864,14.4538803101,41.5307312012
Caroline County,VA,,,38,19217,12.1000003815,7.1999998093,4.5999999046,2541,8.3000001907,32245,2.4000000954,48.5999984741,38,12.3999996185,60.8107414246,37.6957893372,40.3444862366
Carroll County,VA,,,57,26594,-0.6999999881,9.1000003815,6.9000000954,1077,6.5,24885,3.4000000954,34.7000007629,51.9000015259,12.6999998093,99.1953048706,0.4098668993,41.0430908203
Charles City County,VA,6760,,35,6282,-4.9000000954,6.9000000954,4.4000000954,1786,8.3999996185,31734,1.7999999523,66.6999969482,24.2000007629,8.3000001907,28.653295517,63.1805152893,47.978351593
Charlotte County,VA,,,25,11688,-3.4000000954,10.5,6.6999998093,1870,6.5,23548,6.3000001907,41,44.9000015259,12.5,63.244354248,36.4733047485,43.7286109924
Chesterfield County,VA,6760,,529,209274,59.2999992371,4.0999999046,2,4353,29.2000007629,48064,0.200000003,27.5,55.5999984741,16.6000003815,84.6101303101,12.9954032898,48.7079124451
Clarke County,VA,8872,8840,68,12101,20.2999992371,7.8000001907,6.1999998093,1969,18.6000003815,38096,6.4000000954,39,42.9000015259,17.2999992371,90.7693557739,8.71002388,38.4100494385
Craig County,VA,,,14,4372,13.8999996185,8.3999996185,5.5999999046,608,7.6999998093,28530,4.0999999046,42,43.9000015259,13.1999998093,99.5882873535,0.1829826236,52.5388832092
Culpepper County,VA,8872,8840,76,27791,28.7999992371,7,5.5,2851,14.8999996185,36605,3.2999999523,32.9000015259,49.9000015259,15.6999998093,81.2097473145,17.2106075287,37.6596755981
Cumberland County,VA,,,26,7825,0,8.6999998093,6.8000001907,767,11.1999998093,26566,7.5999999046,37.9000015259,48.5999984741,11,60.894569397,38.6837043762,43.246006012
Dickenson County,VA,,,53,17620,-10.3000001907,7.1999998093,5,788,6,19498,2.4000000954,59.4000015259,31.6000003815,8.1000003815,99.4267883301,0.3859250844,46.2145271301
Dinwiddle County,VA,6760,,40,20960,-9.8999996185,8.1000003815,4.3000001907,1832,8.3999996185,32938,5.4000000954,42.2000007629,42.4000015259,13.8999996185,63.6832046509,35.6440849304,41.0162200928
Essex County,VA,,,35,8689,0.400000006,9.3999996185,8.3999996185,4339,16.3999996185,31339,4.1999998093,40.5,48.5999984741,9.8000001907,61.3304176331,37.6337890625,44.9303703308
Fairfax County,VA,8872,8840,2166,818584,43.9000015259,4.4000000954,2.0999999046,3632,49,65201,0,41.5999984741,44.2999992371,13.8000001907,81.2865905762,7.7359194756,47.0590667725
Fauquier County,VA,8872,8840,78,48741,41.2000007629,5.5999999046,3.7000000477,2013,21.5,48806,4.6999998093,31.7999992371,50.5999984741,16.7000007629,87.5176925659,11.2061710358,42.5904273987
Floyd County,VA,,,32,12005,6.9000000954,9.1999998093,7.4000000954,795,10.3999996185,27439,8.1999998093,38.0999984741,48.4000015259,12.6000003815,97.1595153809,2.4323198795,44.2815475464
Fluvanna County,VA,1540,,49,12429,36.5,8.3000001907,4.6999998093,1426,16.2999992371,34776,3.4000000954,36.5,48,14.8999996185,76.6111526489,22.8980617523,47.0834350586
Franklin County,VA,,,59,39549,14.5,7.6999998093,5.3000001907,1635,10.1000003815,29958,4.3000001907,42,42.7999992371,14.1999998093,88.8568572998,10.6981210709,39.7001190186
Frederick County,VA,,,116,45723,40.5,6.0999999046,3.4000000954,3100,14.6999998093,35958,2.2000000477,28.2999992371,54,17.1000003815,97.4039306641,1.8196531534,38.2039680481
Giles County,VA,,,46,16366,-8.1000003815,10.3000001907,6.5,1161,8.8999996185,29416,3.2000000477,43.7999992371,39.5999984741,15,98.0325088501,1.7353049517,46.6332626343
Gloucester County,VA,5720,,144,30131,55.5999984741,6.5,4.5999999046,1754,14.6999998093,35719,1.2999999523,30.3999996185,48.4000015259,19.7999992371,87.7767105103,11.1313924789,44.289932251
Goochland County,VA,6760,,53,14163,27.5,6.4000000954,4.5999999046,1084,19.2999992371,40215,4.4000000954,34.5999984741,51.2999992371,13.3000001907,69.8651428223,29.7253398895,52.8066101074
Grayson County,VA,,,36,16278,-2.7000000477,9.6999998093,6.9000000954,641,4.1999998093,22526,5.1999998093,37.7000007629,48.7000007629,12.3999996185,96.6273498535,2.9856247902,42.6280860901
Greene County,VA,1540,,74,10297,51.0999984741,6,3.4000000954,1166,12.6999998093,33237,3.5999999046,31.2000007629,52.2999992371,14.5,93.02709198,6.4484801292,42.0607948303
Greensville County,VA,,,38,8853,16,8.5,5.3000001907,3258,5.3000001907,25361,5.3000001907,56.0999984741,33.5,9,44.0528640747,55.5291976929,45.0242843628
Halifax County,VA,,,36,29033,-4.1999998093,9.6000003815,6.9000000954,1444,6.4000000954,27185,7.5,42.2000007629,46.2000007629,10.1000003815,60.2900161743,39.2415542603,38.7903404236
Hanover County,VA,6760,,143,63306,34.4000015259,6.5999999046,4,2729,18.8999996185,45517,1.7999999523,23.3999996185,59.4000015259,16.6000003815,89.1542663574,10.117524147,54.1196708679
Henrico County,VA,6760,,937,217881,23.5,7.3000001907,5.0999999046,4867,28,42173,0.1000000015,33.7999992371,52.2999992371,13.5,77.3142242432,20.11510849,49.9667243958
Henry County,VA,,,149,56942,-1.2999999523,7.5999999046,4.8000001907,3271,6.6999998093,29730,1.5,42.5999984741,41.2999992371,14.6999998093,76.4444503784,23.1024551392,38.3284759521
Highland County,VA,,,6,2635,-11.6999998093,11.3000001907,8.1000003815,1980,13,25714,16.5,35.2999992371,49,15.1000003815,99.8102493286,0.1138519943,53.1309280396
Isle of Wight County,VA,5720,,83,25053,21.1000003815,7,4.1999998093,2676,10.3999996185,33123,3.7000000477,38.5,47.2000007629,13.5,67.7563552856,31.632938385,45.4516410828
James City County,VA,5720,,259,34859,65.5,7.4000000954,4.0999999046,3216,32.9000015259,45283,0.5,35.9000015259,48.2000007629,14.6999998093,79.7613220215,18.5317993164,52.2705764771
King and Queen County,VA,,,20,6289,5.5,9.5,5.5999999046,892,7.5,29712,6.6999998093,46.7000007629,41.2999992371,11.1000003815,56.8134841919,41.8667526245,46.3825721741
King George County,VA,8872,8840,80,13527,36,5.8000001907,3.5999999046,1077,20.3999996185,38210,2.9000000954,34,48.2999992371,17.2000007629,78.3396148682,20.2114295959,39.3583221436
King William County,VA,,,42,10913,23.7999992371,7.1999998093,5.4000000954,2463,13,38635,3.0999999046,34.7999992371,49.5,14.5,67.3600311279,30.3307971954,47.9244918823
Lancaster County,VA,,,82,10896,7.6999998093,14.8000001907,11.1000003815,1445,18.8999996185,31593,2,32.7999992371,51.4000015259,13.3999996185,69.4475021362,30.1853885651,50.7342147827
Lee County,VA,,,56,24496,-6,8.8000001907,6.8000001907,880,6.5,17783,7.4000000954,53.2000007629,35.7999992371,10.1999998093,99.3876571655,0.3714892268,39.9902038574
Loudoun County,VA,8872,8840,181,86129,64.0999984741,3.5,2.5,2969,32.7000007629,56006,2.4000000954,34.7999992371,46.4000015259,17.7999992371,89.5110855103,7.1613512039,48.2694549561
Louisa County,VA,,,43,20325,20.2999992371,8.3000001907,5.5,1187,8.6999998093,31294,4.6999998093,40.9000015259,41.7000007629,16.6000003815,73.653137207,25.7466182709,40.8708496094
Lunenburg County,VA,,,27,11419,-5.4000000954,10.8999996185,6.1999998093,1595,6.5999999046,23953,7.1999998093,42.4000015259,45.2999992371,10.3000001907,62.010684967,37.586479187,43.0160255432
Madison County,VA,,,37,11949,17.5,8.1000003815,6.8000001907,1227,15.3999996185,30433,7.3000001907,35.5999984741,49,13.6999998093,85.2121505737,14.2020254135,39.9949798584
Mathews County,VA,5720,,98,8348,4.9000000954,12.3000001907,10.3999996185,920,15.5,33481,1.2000000477,31,48.2000007629,19.5,85.5294647217,14.0752277374,54.2046012878
Mecklenburg County,VA,,,48,29241,0.8000000119,10.3999996185,6.8000001907,3282,10,26346,4.3000001907,39,49.2000007629,10.3000001907,61.3043327332,38.3913002014,37.5158157349
Middlesex County,VA,,,68,8653,15.6000003815,12.6000003815,9.3999996185,2480,14.6999998093,30429,3.4000000954,34.0999984741,47.5,16.3999996185,75.1531295776,24.6272964478,54.1430702209
Montgomery County,VA,,,192,73913,17.7000007629,4.5999999046,3.5,4192,31.6000003815,32128,1.1000000238,42.7000007629,42.5,13.8000001907,91.9770507813,3.8437080383,33.7356071472
Nelson County,VA,,,28,12778,7.1999998093,9.3000001907,6.5,855,13.3999996185,27893,4.1999998093,46.7000007629,39,13.5,80.1846923828,18.8292369843,43.3401145935
New Kent County,VA,6760,,52,10445,25.2999992371,5.6999998093,3.0999999046,3459,13.3999996185,41437,3,31.7000007629,49.4000015259,18.5,77.3384399414,20.593585968,52.49401474
Northhampton County,VA,,,62,13061,-11.6999998093,11.3999996185,8.5,2600,12.3999996185,23306,4.5,45.7000007629,37.2000007629,15,52.6912193298,46.2062644958,43.0135536194
Northumberland County,VA,,,57,10524,10.6000003815,15.6000003815,9.3000001907,1768,13.5,28324,4.8000001907,34.9000015259,50,13.6999998093,70.2014465332,29.4374771118,50.6841506958
Nottoway County,VA,,,48,14993,2.7000000477,10.3000001907,7.8000001907,2685,8.8000001907,25966,4.9000000954,42,45.4000015259,10.6000003815,58.2938690186,41.0524902344,38.3045425415
Orange County,VA,,,66,21421,24.3999996185,9.6999998093,6.0999999046,1723,16.1000003815,35121,3.4000000954,37.2999992371,45.5999984741,15.8999996185,85.1174087524,14.3737449646,41.8561210632
Page County,VA,,,72,21690,14.8000001907,9,6,1244,7.9000000954,28251,3.2999999523,35.5999984741,49.7000007629,13.6999998093,97.4688796997,2.0378055573,39.0041503906
Patrick County,VA,,,36,17473,-0.6999999881,9.1000003815,7.0999999046,2648,7,26879,4.6999998093,34.2999992371,49,14.3000001907,92.302406311,7.2282948494,41.1434783936
Pittsylvania County,VA,1950,,57,55655,1.1000000238,8.1999998093,5.1999998093,1815,7.4000000954,29412,6.5,35.0999984741,52.4000015259,10.5,72.8955154419,26.8062171936,39.3387832642
Powhatan County,VA,6760,,64,15328,28.3999996185,5.6999998093,3.0999999046,1047,12.1999998093,40610,2.2000000477,27.5,54.0999984741,17.3999996185,77.9879989624,21.4639873505,46.2291221619
Prince Edward County,VA,,,50,17320,7.1999998093,7.6999998093,6.6999998093,2029,14.1999998093,27081,3.2999999523,43.5,44.7999992371,9.8999996185,63.0658187866,36.1720542908,36.8533477783
Prince George County,VA,6760,,106,27394,9,4.1999998093,2,2303,16.2000007629,36952,1.2000000477,32.7999992371,51,15.5,66.6861343384,29.1012630463,34.3578872681
Prince William County,VA,8872,8840,678,215686,58.7000007629,2,1,4108,27.6000003815,52078,0.3000000119,35,46.7999992371,17.3999996185,83.319732666,11.6270875931,35.0880432129
Pulaski County,VA,,,108,34496,-2,8.6000003815,6.1999998093,3476,11.5,28057,1.8999999762,40.2999992371,44,14.8000001907,93.787689209,5.8093690872,40.5467300415
Rappahannock County,VA,,,25,6622,11.1000003815,8,5,832,18.8999996185,36399,6.4000000954,40,44.2999992371,15.3000001907,92.0416793823,7.4146785736,48.0368461609
Richmond County,VA,,,38,7273,5.1999998093,10.1999998093,9.1000003815,947,11.8000001907,28383,7.4000000954,33.9000015259,52.7999992371,12,69.1186599731,30.1663684845,41.9359283447
Roanoke County,VA,6800,,319,79332,9.5,7.8000001907,5.6999998093,3148,22.6000003815,42223,0.400000006,35.7999992371,50.2999992371,13.3000001907,96.455406189,2.5475218296,51.7823829651
Rockbridge County,VA,,,31,18350,5.4000000954,9,4.8000001907,2816,12.8999996185,28545,5.0999999046,38.7999992371,43,16.7000007629,96.3378753662,3.1280653477,40.8882827759
Rockingham County,VA,,,69,57482,13.3000001907,7.5,5.6999998093,1089,14.6000003815,33442,7,25.2000007629,60.5999984741,13.1999998093,97.7001495361,1.5117776394,37.3908348083
Russell County,VA,,,61,28667,-9.1000003815,7.1999998093,5,828,6.6999998093,21777,4.5,56.4000015259,33.9000015259,8.3000001907,98.7546691895,1.0988243818,40.0599975586
Scott County,VA,3660,,43,23204,-7.5,9.6000003815,7.1999998093,1209,5.9000000954,22497,9.8000001907,41.0999984741,46.5999984741,9.8999996185,99.2501296997,0.6162730455,41.7600402832
Shenandoah County,VA,,,63,31636,17.1000003815,9.5,7.1999998093,1522,11.1999998093,31273,4,28.5,55.7000007629,14.8000001907,98.2077407837,1.1347831488,43.9246444702
Smyth County,VA,,,73,32370,-1.5,8.8000001907,6.3000001907,1983,7.8000001907,25027,4.4000000954,38.0999984741,47.4000015259,12.5,97.6088943481,2.0389249325,39.9474830627
Southhampton County,VA,,,28,17550,-6.8000001907,8.8000001907,5.5,1200,11.3999996185,30862,5.0999999046,46.5,41.4000015259,11,54.8945884705,44.8319091797,39.1680908203
Spotsylvania County,VA,8872,8840,153,57403,92,4.6999998093,2.5999999046,3345,19,43596,1.5,33.9000015259,49.2999992371,16.2999992371,87.4867172241,10.762503624,41.8340492249
Stafford County,VA,8872,8840,263,61236,75.1999969482,3.7000000477,2.2000000477,2834,21.6000003815,47526,0.400000006,31,50.4000015259,18,90.7080764771,7.0285453796,40.6149978638
Surry County,VA,,,23,6145,5.1999998093,8.8999996185,5.8000001907,2483,11,30109,8,55.7000007629,31.8999996185,11.1000003815,44.2961769104,55.5085449219,53.2953605652
Sussex County,VA,,,21,10248,-6.3000001907,8.8000001907,6.5,2536,8.6000003815,26538,6.6999998093,51.5999984741,35.9000015259,10.5,41.5007820129,58.1088981628,41.5007820129
Tazewell County,VA,,,90,45960,-7.1999998093,8.3000001907,5.4000000954,1493,9.1000003815,23535,0.8000000119,50.2999992371,37.4000015259,11,96.723236084,2.6022627354,37.1105308533
Warren County,VA,8872,8840,130,26142,30.7999992371,7.8000001907,5.1999998093,2862,11.8000001907,35130,0.8999999762,36.7000007629,44.5999984741,17.1000003815,94.2774047852,4.9422383308,37.0132369995
Washington County,VA,3660,,83,45887,1,8.5,5.6999998093,1785,12.1999998093,25843,6.1999998093,38.2999992371,48.2000007629,12,98.2435150146,1.4862596989,41.3951644897
Westmoreland County,VA,,,71,15480,15.1000003815,11.6999998093,7.3000001907,2595,10.8999996185,29916,3.4000000954,44.2999992371,41,13.1000003815,66.2596893311,32.9715766907,40.2002601624
Wise County,VA,,,99,39573,-8.6000003815,7.6999998093,5.4000000954,1662,8.6000003815,23007,0.6999999881,51.7000007629,34.5999984741,12.3999996185,97.7282485962,1.8017334938,37.5432739258
Wythe County,VA,,,56,25466,0.8000000119,8.8999996185,6.5,1708,10,24620,3.2000000477,34.5,48.7999992371,14.8000001907,96.0928268433,3.4555878639,41.2000312805
York County,VA,5720,,445,42422,32.4000015259,5,2.4000000954,3494,28.8999996185,43406,0.1000000015,31.1000003815,51.0999984741,17.2000007629,81.2950820923,15.5886096954,47.0652008057
Alexandria City,VA,8872,8840,7394,111183,9.6000003815,5.8000001907,4.5,7558,48.5,50812,0,58.4000015259,31.7000007629,9.3999996185,69.0654144287,21.8909358978,47.3768463135
Bedford City,VA,4640,,917,6073,4.0999999046,11.6000003815,13.3000001907,3469,15,28133,0,40,45.2999992371,13,77.2435379028,22.0319442749,39.6673812866
Bristol City,VA,3660,,1560,18426,-5,10.3999996185,8.3000001907,5193,13.8000001907,24738,0,39.5,48.5,11.3999996185,93.5634460449,5.7690219879,40.4971237183
Buena Vista,VA,,,951,6406,-6.4000000954,8.8999996185,7.1999998093,1398,8.6999998093,28345,0,46.5,38.5999984741,13.1999998093,95.1139526367,4.4021229744,34.3428039551
Charlottesville City,VA,1540,,3938,40341,1.6000000238,6.5,5.6999998093,7720,34.0999984741,33729,0,58.2999992371,31.6000003815,9.3999996185,76.0615768433,21.2215862274,36.9326477051
Chesapeake City,VA,5720,,487,151976,45,5.4000000954,3,5458,16.8999996185,39093,0.200000003,38,46.7000007629,14.8999996185,70.6683959961,27.4135398865,40.7090606689
Clifton Forge City,VA,,,1446,4679,-11.1999998093,11.8000001907,12.6999998093,3450,8.8999996185,26996,0,51.0999984741,33.7000007629,13.3999996185,84.7830734253,14.8536014557,40.0299224854
Colonial Heights City,VA,6760,,2191,16064,-0.5,10.1999998093,5.3000001907,5116,16.7000007629,40929,0,20.5,63.0999984741,15.6000003815,96.5014953613,0.8030378222,52.2908363342
Covington City,VA,,,1561,6991,-24.2000007629,11.6999998093,10.3999996185,3534,7,26091,0,50.2999992371,34.7000007629,14,85.1523361206,13.8606777191,41.0384788513
Danville City,VA,1950,,1243,53056,-5.4000000954,10.8999996185,7.8000001907,4757,12.3999996185,27752,0,41.4000015259,48.7000007629,8.5,62.6639785767,36.6235656738,37.0570716858
Emporia  City,VA,,,817,5306,-7.1999998093,11.8000001907,9.3000001907,9258,13.3999996185,25458,0,45.2000007629,47.2000007629,6.8000001907,53.6939315796,45.608745575,43.7052383423
Fairfax City,VA,8872,8840,3308,19622,-0.1000000015,7.0999999046,3.7999999523,9888,41.2999992371,56419,0,40.0999984741,44.7000007629,14.8000001907,85.7710723877,4.9230456352,49.3986358643
Falls Church City,VA,8872,8840,4662,9578,-2,8.3000001907,6.6999998093,6948,52.7999992371,62187,0,53,35.4000015259,11.1000003815,89.0895767212,3.1112966537,56.4209632874
Franklin City,VA,,,1107,7864,10.3999996185,9,6.9000000954,4444,14.3999996185,26780,0,50.7999992371,40.2999992371,8.1000003815,46.2487297058,53.3952178955,42.4593086243
Fredericksburg City,VA,8872,8840,1986,19027,17.3999996185,7.5,6.0999999046,5028,26.1000003815,33353,0,47.5,41,10.6999998093,76.03931427,21.627161026,36.1538848877
Galax City,VA,,,805,6670,0,10.6000003815,9.8999996185,2612,11.3000001907,25490,0,40.7999992371,46.4000015259,11.8000001907,93.2383804321,5.8020987511,35.1424293518
Hampton City,VA,5720,,2646,133793,11.8000001907,6.3000001907,3.2999999523,6162,19.1000003815,34291,0,46.9000015259,38.5,13.1999998093,58.4103813171,38.8518066406,37.2799758911
Harrisonburg City,VA,,,1827,30707,30.3999996185,5.4000000954,5,6334,28.7000007629,32377,0,35.4000015259,51.2000007629,12.1000003815,91.0802078247,6.5717916489,31.3674411774
Hopewell City,VA,6760,,2313,23101,0.8000000119,7.5,5.5,6055,10,31516,0,35.5999984741,47.5,15.3000001907,72.2349700928,25.5833072662,34.8123474121
Lexington City,VA,,,2821,6959,-3.2999999523,7.8000001907,7.0999999046,2886,32.0999984741,35988,0,49.5,39.2999992371,10,86.6072692871,11.6539735794,32.7202186584
Lynchburg City,VA,4640,,1338,66049,-1,8.5,7.9000000954,5413,21.7000007629,30141,0,38.4000015259,50.0999984741,10.1999998093,72.4507598877,26.4122085571,37.8037528992
